order_id,customer_id,order_status,order_purchase_timestamp,order_delivered_customer_date
o00281,c0061,delivered,2017-01-10 05:00:00,2017-01-17 05:00:00
o00282,c0061,delivered,2018-03-15 12:00:00,2018-04-08 12:00:00
o00283,c0061,delivered,2017-11-25 21:00:00,2017-12-09 21:00:00
o00284,c0061,delivered,2017-08-06 17:00:00,2017-08-18 17:00:00
o00285,c0061,delivered,2017-06-16 11:00:00,2017-07-03 11:00:00
o00286,c0061,delivered,2017-08-17 16:00:00,2017-09-10 16:00:00
o00287,c0061,delivered,2017-09-08 07:00:00,2017-09-19 07:00:00
o00288,c0061,delivered,2018-05-25 04:00:00,2018-06-18 04:00:00
o00289,c0061,delivered,2017-09-09 20:00:00,2017-09-29 20:00:00
o00290,c0061,delivered,2018-04-22 21:00:00,2018-04-28 21:00:00
o00291,c0062,delivered,2017-12-27 02:00:00,2018-01-04 02:00:00
o00292,c0062,delivered,2017-01-25 16:00:00,2017-02-09 16:00:00
o00293,c0062,delivered,2018-03-27 04:00:00,2018-04-05 04:00:00
o00294,c0062,delivered,2018-02-16 19:00:00,2018-03-10 19:00:00
o00295,c0063,delivered,2017-02-14 09:00:00,2017-02-16 09:00:00
o00296,c0063,delivered,2018-05-13 02:00:00,2018-06-02 02:00:00
o00297,c0063,delivered,2017-04-05 00:00:00,2017-04-27 00:00:00
o00298,c0063,delivered,2017-09-24 10:00:00,2017-10-10 10:00:00
o00299,c0063,delivered,2017-06-17 16:00:00,2017-06-28 16:00:00
o00300,c0064,delivered,2017-06-15 09:00:00,2017-06-17 09:00:00
o00301,c0065,delivered,2017-07-03 14:00:00,2017-07-08 14:00:00
o00302,c0065,delivered,2017-03-14 15:00:00,2017-03-25 15:00:00
o00303,c0065,delivered,2017-03-25 17:00:00,2017-04-13 17:00:00
o00304,c0065,delivered,2017-01-22 04:00:00,2017-02-01 04:00:00
o00305,c0065,delivered,2018-03-21 01:00:00,2018-04-10 01:00:00
o00306,c0066,delivered,2017-07-14 03:00:00,2017-08-04 03:00:00
o00307,c0066,delivered,2017-02-22 03:00:00,2017-03-17 03:00:00
o00308,c0066,delivered,2017-11-12 11:00:00,2017-11-29 11:00:00
o00309,c0066,delivered,2018-01-19 14:00:00,2018-01-21 14:00:00
o00310,c0067,delivered,2017-12-02 06:00:00,2017-12-22 06:00:00
o00311,c0067,delivered,2017-11-04 02:00:00,2017-11-26 02:00:00
o00312,c0067,delivered,2017-06-22 06:00:00,2017-07-15 06:00:00
o00313,c0067,delivered,2018-04-17 20:00:00,2018-05-04 20:00:00
o00314,c0067,delivered,2018-07-08 02:00:00,2018-07-23 02:00:00
o00315,c0067,delivered,2017-06-28 09:00:00,2017-07-05 09:00:00
o00316,c0068,delivered,2017-05-05 10:00:00,2017-05-28 10:00:00
o00317,c0068,delivered,2018-01-22 08:00:00,2018-02-02 08:00:00
o00318,c0068,delivered,2017-11-19 05:00:00,2017-12-02 05:00:00
o00319,c0069,delivered,2018-02-28 05:00:00,2018-03-15 05:00:00
o00320,c0069,delivered,2018-03-07 12:00:00,2018-03-15 12:00:00
o00321,c0069,delivered,2017-12-04 19:00:00,2017-12-11 19:00:00
o00322,c0069,delivered,2017-12-16 16:00:00,2017-12-25 16:00:00
o00323,c0069,delivered,2017-08-24 21:00:00,2017-09-03 21:00:00
o00324,c0070,delivered,2017-12-30 03:00:00,2018-01-22 03:00:00
o00325,c0070,delivered,2017-12-29 18:00:00,2018-01-13 18:00:00
o00326,c0070,delivered,2017-08-05 08:00:00,2017-08-23 08:00:00
o00327,c0070,delivered,2018-06-07 03:00:00,2018-06-28 03:00:00
o00328,c0070,delivered,2018-05-20 02:00:00,2018-05-24 02:00:00
o00329,c0070,delivered,2018-02-27 20:00:00,2018-03-10 20:00:00
o00330,c0070,delivered,2018-01-25 23:00:00,2018-02-03 23:00:00
o00331,c0070,delivered,2017-05-17 23:00:00,2017-05-25 23:00:00
o00332,c0071,delivered,2017-10-15 10:00:00,2017-10-29 10:00:00
o00333,c0071,delivered,2017-06-13 16:00:00,2017-06-30 16:00:00
o00334,c0071,delivered,2017-05-02 11:00:00,2017-05-05 11:00:00
o00335,c0071,delivered,2017-05-15 23:00:00,2017-05-28 23:00:00
o00336,c0072,delivered,2018-01-14 21:00:00,2018-02-01 21:00:00
o00337,c0072,delivered,2018-04-27 17:00:00,2018-05-10 17:00:00
o00338,c0072,delivered,2018-01-20 06:00:00,2018-02-11 06:00:00
o00339,c0073,delivered,2017-04-20 21:00:00,2017-05-12 21:00:00
o00340,c0073,delivered,2017-03-28 17:00:00,2017-04-21 17:00:00
o00341,c0073,delivered,2017-12-14 08:00:00,2018-01-05 08:00:00
o00342,c0073,delivered,2017-11-08 02:00:00,2017-11-15 02:00:00
o00343,c0073,delivered,2018-02-19 10:00:00,2018-02-25 10:00:00
o00344,c0073,delivered,2018-05-01 02:00:00,2018-05-08 02:00:00
o00345,c0073,delivered,2017-10-11 00:00:00,2017-10-21 00:00:00
o00346,c0074,delivered,2018-07-08 22:00:00,2018-07-30 22:00:00
o00347,c0074,delivered,2017-07-16 01:00:00,2017-08-05 01:00:00
o00348,c0074,delivered,2017-08-15 17:00:00,2017-08-19 17:00:00
o00349,c0074,delivered,2018-02-11 14:00:00,2018-03-06 14:00:00
o00350,c0074,delivered,2017-03-03 09:00:00,2017-03-27 09:00:00
o00351,c0074,delivered,2017-08-25 15:00:00,2017-08-30 15:00:00
o00352,c0074,delivered,2018-03-19 06:00:00,2018-04-03 06:00:00
o00353,c0075,delivered,2018-06-19 15:00:00,2018-07-01 15:00:00
o00354,c0075,delivered,2017-04-26 08:00:00,2017-05-17 08:00:00
o00355,c0075,delivered,2017-05-12 15:00:00,2017-05-25 15:00:00
o00356,c0076,delivered,2017-07-15 17:00:00,2017-07-25 17:00:00
o00357,c0076,delivered,2017-06-24 12:00:00,2017-07-13 12:00:00
o00358,c0077,delivered,2018-06-10 15:00:00,2018-06-27 15:00:00
o00359,c0077,delivered,2018-04-24 06:00:00,2018-05-01 06:00:00
o00360,c0077,delivered,2017-10-22 15:00:00,2017-11-07 15:00:00
o00361,c0078,delivered,2017-04-04 18:00:00,2017-04-14 18:00:00
o00362,c0078,delivered,2018-06-18 17:00:00,2018-07-12 17:00:00
o00363,c0078,delivered,2018-01-20 12:00:00,2018-01-26 12:00:00
o00364,c0078,delivered,2017-08-31 20:00:00,2017-09-10 20:00:00
o00365,c0079,delivered,2017-02-02 05:00:00,2017-02-17 05:00:00
