user_id,day,variant,device,traffic_source,age,session_minutes,pages_viewed,prior_visits_30d,discount_pct,is_weekend,converted,order_value
639,3,A,mobile,ads,22,3.27,10,3,15,0,0,0.0
644,3,A,desktop,search,37,3.05,5,2,0,0,0,0.0
651,3,A,desktop,social,29,7.05,3,2,0,0,0,0.0
710,3,B,desktop,direct,27,5.47,3,4,10,0,0,0.0
769,3,A,mobile,direct,27,3.82,8,2,10,0,0,0.0
781,3,B,desktop,ads,32,1.24,6,4,0,0,1,99.74
806,3,B,desktop,search,39,4.92,10,4,5,0,0,0.0
833,3,A,desktop,social,30,3.58,9,2,10,0,0,0.0
863,3,B,desktop,social,40,2.78,5,4,0,0,0,0.0
879,3,B,mobile,search,31,3.84,3,2,0,0,0,0.0
909,3,B,desktop,ads,23,4.04,5,2,5,0,1,29.61
953,3,B,mobile,social,47,2.39,9,3,5,0,0,0.0
1001,3,B,mobile,direct,21,5.46,5,4,0,0,1,32.47
1074,3,A,mobile,ads,27,4.94,10,5,5,0,0,0.0
1097,3,B,mobile,search,27,4.46,7,4,5,0,1,106.28
1117,3,A,mobile,search,38,4.27,6,2,0,0,1,120.42
1151,3,A,desktop,ads,40,3.97,6,2,0,0,1,24.73
1193,3,A,mobile,ads,36,3.08,4,4,5,0,0,0.0
1212,3,B,mobile,search,21,3.82,5,2,5,0,1,102.47
1225,3,A,mobile,social,32,3.74,12,3,5,0,0,0.0
1251,3,A,desktop,ads,30,3.73,4,5,0,0,0,0.0
1254,3,A,mobile,ads,33,3.41,4,1,0,0,0,0.0
1267,3,A,mobile,direct,36,4.33,4,4,0,0,0,0.0
1274,3,A,desktop,search,16,2.48,11,4,15,0,1,61.91
1285,3,A,desktop,search,18,5.23,8,4,0,0,1,35.87
1293,3,B,desktop,ads,29,4.55,5,5,5,0,1,151.6
1296,3,A,desktop,search,37,4.42,6,2,0,0,1,70.15
1298,3,A,desktop,direct,59,1.03,8,4,0,0,0,0.0
1328,3,B,desktop,direct,20,4.54,8,4,10,0,0,0.0
1347,3,B,mobile,social,41,3.47,5,1,0,0,0,0.0
1391,3,B,desktop,ads,28,3.47,5,2,5,0,0,0.0
1410,3,B,mobile,direct,28,5.2,9,2,5,0,0,0.0
1530,3,A,mobile,direct,30,3.61,7,1,0,0,1,28.32
1535,3,B,desktop,search,34,3.52,7,3,0,0,0,0.0
1548,3,B,desktop,social,43,5.22,6,3,5,0,0,0.0
1584,3,A,mobile,direct,45,0.89,5,1,5,0,0,0.0
1588,3,A,mobile,ads,46,0.98,8,5,0,0,0,0.0
1600,3,A,mobile,direct,40,2.52,4,4,0,0,0,0.0
1626,3,A,desktop,search,37,2.89,5,2,5,0,0,0.0
1627,3,B,mobile,search,23,3.16,8,1,5,0,0,0.0
1661,3,B,mobile,direct,35,1.58,5,2,0,0,0,0.0
1896,3,A,mobile,social,25,4.33,9,5,5,0,0,0.0
1921,3,B,desktop,ads,16,5.06,7,3,10,0,0,0.0
2112,3,A,desktop,direct,38,4.07,8,5,5,0,0,0.0
2115,3,B,mobile,social,27,5.11,6,4,5,0,1,66.72
2118,3,B,mobile,search,26,5.03,10,1,0,0,0,0.0
2157,3,B,mobile,search,22,5.13,8,1,0,0,0,0.0
2179,3,A,desktop,search,27,2.03,5,7,15,0,0,0.0
2186,3,B,mobile,direct,38,3.48,10,2,0,0,0,0.0
2206,3,B,mobile,search,29,1.51,9,6,10,0,0,0.0
2263,3,B,mobile,direct,35,3.17,7,5,0,0,0,0.0
2292,3,A,mobile,search,16,0.97,6,4,0,0,0,0.0
2295,3,A,mobile,ads,16,2.2,5,4,5,0,0,0.0
2302,3,A,mobile,ads,38,0.4,6,2,0,0,0,0.0
2320,3,B,mobile,ads,32,3.71,7,5,10,0,0,0.0
2377,3,B,mobile,social,32,3.93,6,5,0,0,1,26.24
2412,3,A,mobile,social,41,0.4,6,2,5,0,0,0.0
2443,3,A,mobile,direct,36,0.78,6,1,5,0,0,0.0
2483,3,B,desktop,ads,29,3.98,12,7,5,0,0,0.0
2489,3,A,mobile,search,24,2.93,13,6,5,0,0,0.0
2555,3,B,desktop,social,28,1.84,11,4,5,0,1,73.95
2571,3,B,mobile,ads,21,2.32,10,4,5,0,0,0.0
2575,3,B,desktop,ads,35,2.59,8,3,10,0,1,148.03
2588,3,B,mobile,direct,38,5.56,4,5,5,0,1,64.46
2666,3,B,desktop,social,24,4.86,4,1,10,0,0,0.0
2694,3,B,desktop,ads,30,2.83,4,1,5,0,0,0.0
2701,3,B,mobile,search,27,2.27,6,0,0,0,0,0.0
2778,3,B,mobile,search,21,3.7,3,2,5,0,0,0.0
2800,3,B,mobile,social,22,5.21,7,4,0,0,1,81.2
2832,3,A,desktop,ads,25,2.17,9,3,5,0,0,0.0
2862,3,B,desktop,ads,36,4.31,3,5,0,0,0,0.0
2900,3,B,mobile,search,39,3.29,6,1,5,0,1,105.19
2918,3,A,desktop,search,22,3.62,8,3,0,0,0,0.0
2925,3,B,mobile,direct,26,6.61,7,3,0,0,0,0.0
2941,3,B,desktop,social,27,2.57,6,2,0,0,0,0.0
2950,3,A,mobile,social,27,5.8,4,0,10,0,0,0.0
2961,3,B,mobile,social,42,2.87,5,4,0,0,0,0.0
2964,3,B,mobile,direct,28,2.63,6,3,5,0,0,0.0
2986,3,B,mobile,direct,31,6.02,6,1,0,0,0,0.0
2989,3,A,mobile,social,47,2.04,10,1,0,0,0,0.0
3043,3,A,desktop,search,20,3.3,6,3,0,0,0,0.0
3054,3,B,desktop,ads,32,2.86,7,2,0,0,0,0.0
3055,3,B,desktop,ads,26,2.2,7,2,0,0,0,0.0
3056,3,B,mobile,social,23,4.59,4,6,10,0,0,0.0
3065,3,B,mobile,direct,39,4.61,3,2,0,0,1,65.34
3105,3,B,desktop,direct,16,5.02,6,4,10,0,0,0.0
3135,3,A,desktop,social,21,3.57,4,0,0,0,1,91.61
3149,3,B,desktop,search,31,4.31,8,0,0,0,0,0.0
3191,3,A,mobile,search,37,4.55,6,4,0,0,0,0.0
3267,3,A,mobile,social,29,4.92,6,2,5,0,0,0.0
3289,3,B,mobile,social,33,3.79,7,1,0,0,0,0.0
3314,3,A,mobile,ads,24,5.41,7,3,0,0,0,0.0
3366,3,A,mobile,direct,16,2.73,5,2,0,0,0,0.0
3388,3,A,mobile,ads,43,3.13,9,5,5,0,0,0.0
3430,3,B,mobile,ads,16,3.58,8,4,0,0,0,0.0
3443,3,B,mobile,search,16,3.44,4,5,0,0,0,0.0
3479,3,B,desktop,search,39,1.75,5,0,0,0,0,0.0
3487,3,A,desktop,social,35,3.45,5,3,5,0,0,0.0
3584,3,B,mobile,search,43,5.12,4,1,10,0,1,12.36
22,4,A,desktop,ads,32,4.66,6,3,5,0,0,0.0
23,4,B,desktop,search,34,0.63,9,2,0,0,0,0.0
40,4,B,mobile,ads,23,3.65,5,3,0,0,0,0.0
100,4,B,mobile,ads,37,3.69,9,1,0,0,0,0.0
124,4,A,desktop,ads,42,2.09,4,4,5,0,0,0.0
127,4,B,mobile,search,23,6.18,9,1,5,0,1,50.06
156,4,B,mobile,search,48,2.24,8,5,5,0,1,54.41
159,4,B,mobile,search,40,5.2,3,4,0,0,0,0.0
212,4,B,mobile,direct,54,3.96,6,5,10,0,1,58.77
233,4,B,desktop,ads,26,3.77,9,5,5,0,1,88.82
241,4,A,mobile,social,32,4.6,7,2,15,0,0,0.0
252,4,B,mobile,ads,33,2.96,3,2,5,0,0,0.0
255,4,B,desktop,ads,32,0.4,5,1,5,0,0,0.0
263,4,A,desktop,social,30,4.88,5,3,5,0,1,101.76
271,4,B,mobile,ads,30,3.03,7,3,0,0,0,0.0
305,4,B,mobile,search,39,5.01,5,4,0,0,0,0.0
319,4,A,mobile,search,36,2.81,10,2,10,0,0,0.0
321,4,B,mobile,search,36,5.85,7,4,10,0,0,0.0
327,4,A,mobile,search,29,3.22,5,0,10,0,1,34.74
372,4,A,mobile,search,20,4.13,6,4,0,0,0,0.0
442,4,B,mobile,search,38,3.52,5,2,5,0,0,0.0
463,4,B,mobile,ads,36,4.83,6,4,0,0,0,0.0
486,4,A,mobile,ads,32,4.79,8,6,0,0,0,0.0
523,4,B,mobile,search,22,4.25,7,1,10,0,0,0.0
552,4,A,desktop,search,29,3.16,3,3,0,0,0,0.0
578,4,B,mobile,search,39,2.81,6,2,15,0,0,0.0
662,4,B,desktop,social,39,3.6,6,2,0,0,0,0.0
692,4,B,mobile,ads,31,3.92,8,1,10,0,0,0.0
701,4,A,desktop,search,17,4.18,7,2,10,0,0,0.0
751,4,B,mobile,ads,24,3.77,5,3,10,0,0,0.0
774,4,B,desktop,ads,40,3.95,9,3,10,0,0,0.0
777,4,B,desktop,social,34,4.56,6,1,0,0,0,0.0
780,4,A,mobile,search,18,1.72,7,3,0,0,0,0.0
859,4,B,desktop,ads,35,2.17,4,2,0,0,0,0.0
867,4,B,desktop,ads,23,0.4,8,6,5,0,0,0.0
875,4,A,desktop,direct,34,5.06,8,3,0,0,1,121.82
880,4,A,mobile,ads,32,4.07,7,3,5,0,0,0.0
916,4,A,mobile,search,25,0.51,4,1,0,0,0,0.0
1005,4,B,mobile,social,26,6.23,5,4,0,0,1,108.88
1046,4,B,mobile,ads,16,5.14,6,2,0,0,0,0.0
1061,4,A,desktop,search,21,2.85,4,6,0,0,0,0.0
1166,4,B,mobile,ads,37,6.9,7,1,0,0,0,0.0
1210,4,B,mobile,search,40,2.14,6,2,0,0,0,0.0
1217,4,A,desktop,search,27,3.82,6,3,10,0,1,58.92
1219,4,B,desktop,search,32,3.38,5,1,0,0,0,0.0
1289,4,B,mobile,social,25,2.65,9,3,10,0,0,0.0
1334,4,A,mobile,direct,29,3.19,6,2,0,0,0,0.0
1393,4,A,mobile,social,31,2.71,4,2,10,0,0,0.0
1476,4,A,desktop,direct,43,3.77,5,5,10,0,1,38.41
1503,4,B,desktop,direct,32,4.36,8,1,10,0,0,0.0
1540,4,A,desktop,social,32,5.7,10,3,5,0,0,0.0
1578,4,B,desktop,search,50,4.07,7,3,0,0,0,0.0
1595,4,A,mobile,social,41,5.65,3,0,10,0,0,0.0
1603,4,B,desktop,search,30,3.37,6,5,0,0,1,119.96
1664,4,B,mobile,social,39,4.81,10,1,0,0,0,0.0
1676,4,A,mobile,search,16,4.62,4,1,0,0,0,0.0
1689,4,B,mobile,ads,31,4.13,5,3,15,0,1,138.0
1730,4,A,desktop,search,33,3.32,4,1,0,0,0,0.0
1751,4,B,mobile,direct,36,3.6,7,4,5,0,0,0.0
1759,4,A,desktop,search,23,2.94,6,4,5,0,0,0.0
1767,4,B,mobile,ads,16,3.13,7,4,10,0,1,85.55
1797,4,B,mobile,direct,34,2.58,7,2,10,0,0,0.0
1817,4,B,desktop,social,41,4.45,7,2,0,0,0,0.0
1825,4,A,desktop,search,32,2.33,6,4,0,0,1,46.19
1831,4,A,desktop,ads,29,2.63,5,1,5,0,0,0.0
1860,4,A,mobile,ads,22,3.88,10,4,5,0,0,0.0
1880,4,B,mobile,ads,24,5.08,7,3,0,0,0,0.0
1897,4,A,mobile,ads,20,3.83,8,3,0,0,0,0.0
1915,4,A,desktop,ads,22,3.53,9,5,5,0,0,0.0
1983,4,B,desktop,ads,29,3.94,9,3,10,0,0,0.0
2017,4,A,mobile,search,16,4.55,8,1,5,0,0,0.0
2040,4,A,desktop,direct,16,4.4,11,4,15,0,0,0.0
2063,4,A,desktop,ads,28,3.79,7,5,0,0,0,0.0
2064,4,A,mobile,direct,39,3.57,8,5,15,0,1,111.45
2114,4,A,mobile,social,25,3.6,8,2,5,0,0,0.0
2131,4,B,mobile,ads,35,3.51,7,4,0,0,0,0.0
2188,4,A,mobile,ads,38,3.38,6,3,10,0,0,0.0
2284,4,B,mobile,ads,31,6.98,6,1,5,0,0,0.0
2350,4,A,desktop,ads,45,1.75,7,4,15,0,0,0.0
2413,4,B,desktop,ads,36,3.8,5,3,0,0,0,0.0
2431,4,B,desktop,social,34,5.4,10,4,10,0,0,0.0
2448,4,B,desktop,ads,22,4.15,12,3,5,0,1,39.56
2449,4,B,desktop,ads,34,1.49,7,2,0,0,0,0.0
2468,4,A,mobile,ads,31,4.35,7,5,5,0,0,0.0
2479,4,B,mobile,search,29,4.14,6,2,0,0,0,0.0
2480,4,B,mobile,search,27,2.86,5,1,15,0,0,0.0
2520,4,B,mobile,search,37,3.97,6,2,0,0,0,0.0
2597,4,B,mobile,direct,21,2.21,7,1,0,0,0,0.0
2618,4,A,mobile,ads,21,5.29,10,3,5,0,0,0.0
2692,4,B,mobile,search,30,4.27,8,1,0,0,0,0.0
2708,4,B,mobile,search,24,2.68,5,0,0,0,0,0.0
2721,4,A,desktop,social,39,6.84,5,1,5,0,0,0.0
2788,4,A,mobile,ads,27,2.14,5,1,0,0,1,19.03
2812,4,A,mobile,search,28,0.4,7,4,10,0,0,0.0
2864,4,B,mobile,social,21,3.08,7,5,0,0,0,0.0
