txn_id,account_id,day,amount,tx_type,merchant_category,city,risk_score
102020,50255,17,11417,transfer,electronics,Tula,98
100050,50260,5,11478,credit,cafe,Kazan,26
102616,50083,16,11501,debit,utilities,Kazan,34
100770,50173,15,11515,transfer,cafe,Kazan,76
101882,50120,16,11555,cash_out,transport,Perm,60
102219,50036,28,11563,cash_out,transport,Kazan,62
101702,50194,17,11610,credit,cafe,Perm,95
101268,50062,25,11617,credit,groceries,Tomsk,96
101813,50147,29,11642,transfer,pharmacy,Tomsk,45
101290,50185,5,11654,transfer,groceries,Moscow,94
100535,50023,23,11664,debit,groceries,Moscow,19
102038,50079,13,11702,debit,transport,Tula,72
101407,50155,7,11725,transfer,electronics,Moscow,94
102481,50021,13,11773,cash_out,utilities,Tomsk,49
101172,50142,3,11780,credit,salary,Moscow,19
100160,50099,30,11788,credit,salary,Sochi,19
101955,50012,4,11795,debit,salary,Omsk,77
100413,50043,16,11799,cash_out,salary,Tomsk,72
101803,50243,5,11923,transfer,transport,Kazan,60
102126,50084,26,11934,cash_out,cafe,Tula,91
100921,50017,16,11984,transfer,groceries,Tula,6
100316,50112,29,12111,transfer,online,Perm,98
100028,50060,30,12158,credit,electronics,Tomsk,73
102004,50163,8,12269,transfer,pharmacy,Omsk,5
102147,50179,1,12282,debit,transport,Sochi,60
101869,50007,10,12338,cash_out,transport,Tula,94
102774,50126,18,12348,cash_out,pharmacy,Omsk,20
101250,50198,18,12358,transfer,electronics,Omsk,15
101618,50153,19,12400,debit,salary,Perm,67
100533,50166,27,12510,cash_out,cafe,Tomsk,7
100121,50053,30,12515,credit,online,Sochi,43
102710,50266,16,12521,debit,electronics,Tula,55
101808,50095,8,12522,cash_out,cafe,Tula,18
102291,50250,12,12537,debit,electronics,Kazan,22
102871,50007,24,12540,credit,pharmacy,Tula,50
102169,50211,25,12558,transfer,utilities,Moscow,93
100449,50144,19,12563,transfer,utilities,Omsk,43
101542,50059,14,12610,debit,groceries,Omsk,84
102136,50125,12,12628,debit,pharmacy,Kazan,17
100258,50090,6,12639,transfer,online,Sochi,52
102017,50249,12,12735,cash_out,transport,Omsk,97
100659,50023,14,12809,cash_out,salary,Perm,94
101589,50131,11,12826,transfer,electronics,Kazan,19
101698,50020,26,12874,cash_out,transport,Perm,10
100767,50273,9,12959,transfer,groceries,Perm,74
100685,50140,3,12984,debit,groceries,Omsk,40
100442,50186,16,12997,credit,groceries,Tula,74
101155,50217,26,13034,debit,electronics,Tomsk,19
100844,50285,14,13040,transfer,salary,Tomsk,42
101907,50230,27,13092,transfer,online,Tomsk,48
102394,50229,12,13128,credit,pharmacy,Omsk,12
100598,50298,18,13149,transfer,groceries,Moscow,35
101014,50248,11,13165,credit,utilities,Perm,25
102007,50080,21,13216,credit,cafe,Perm,16
100107,50250,29,13278,debit,online,Omsk,40
100085,50239,20,13284,cash_out,cafe,Omsk,13
100856,50093,29,13298,transfer,transport,Tula,29
100231,50207,10,13537,transfer,electronics,Omsk,82
102423,50254,19,13551,credit,transport,Tula,82
100103,50117,27,13556,cash_out,online,Perm,87
101885,50199,22,13564,cash_out,cafe,Tula,34
102874,50036,9,13587,debit,utilities,Sochi,30
100605,50267,28,13622,debit,salary,Moscow,36
101154,50035,15,13665,debit,transport,Perm,5
101768,50025,19,13718,debit,transport,Moscow,64
101422,50088,10,13747,cash_out,groceries,Moscow,12
100464,50013,12,13775,transfer,electronics,Sochi,53
102810,50072,26,13832,cash_out,transport,Tula,44
100566,50122,29,13928,debit,transport,Perm,83
100777,50276,24,13928,transfer,cafe,Sochi,87
101098,50012,15,14003,credit,pharmacy,Tomsk,50
101831,50208,15,14027,cash_out,transport,Tula,59
102010,50125,11,14078,cash_out,utilities,Tomsk,53
102756,50204,14,14083,transfer,pharmacy,Sochi,8
102393,50243,27,14109,transfer,groceries,Omsk,44
101191,50034,15,14188,credit,pharmacy,Moscow,98
100644,50249,24,14265,debit,online,Moscow,69
100735,50255,5,14265,cash_out,pharmacy,Tula,57
101940,50266,21,14497,debit,pharmacy,Perm,48
100877,50049,18,14546,transfer,online,Tomsk,91
102751,50031,13,14551,debit,pharmacy,Omsk,26
101981,50293,1,14581,debit,salary,Sochi,38
100958,50170,23,14606,debit,cafe,Kazan,65
102312,50104,10,14808,debit,cafe,Omsk,37
102022,50077,28,14919,credit,transport,Kazan,91
100885,50221,20,14935,credit,online,Tomsk,26
100400,50236,11,14968,credit,pharmacy,Sochi,79
100195,50240,29,15020,credit,cafe,Perm,41
100366,50011,17,15139,cash_out,pharmacy,Tomsk,84
102813,50011,19,15226,transfer,salary,Tomsk,91
101493,50086,26,15242,debit,electronics,Perm,14
102183,50090,3,15344,debit,transport,Perm,13
100656,50175,25,15382,cash_out,cafe,Moscow,38
100189,50020,16,15396,transfer,groceries,Tula,81
100785,50114,15,15408,debit,salary,Tomsk,35
100435,50008,16,15459,debit,groceries,Tomsk,75
100975,50053,20,15531,debit,electronics,Sochi,74
100988,50048,15,15569,transfer,utilities,Perm,50
102106,50101,13,15596,debit,pharmacy,Moscow,51
100702,50120,21,15648,cash_out,pharmacy,Perm,33
100728,50224,24,15708,cash_out,cafe,Omsk,36
102203,50273,29,15728,debit,utilities,Kazan,24
100043,50053,29,15766,debit,transport,Omsk,29
101125,50294,8,15781,credit,pharmacy,Omsk,12
102639,50119,9,15826,cash_out,utilities,Omsk,52
102319,50171,9,15888,cash_out,pharmacy,Kazan,46
102459,50182,22,15964,debit,transport,Moscow,46
100451,50171,4,16014,transfer,groceries,Sochi,48
101344,50279,6,16029,credit,online,Moscow,67
100408,50190,24,16124,credit,utilities,Omsk,91
100548,50238,4,16345,credit,salary,Tula,69
102121,50041,9,16369,debit,cafe,Sochi,9
102499,50253,3,16413,cash_out,electronics,Perm,15
102366,50035,9,16536,debit,electronics,Tula,34
100602,50193,18,16548,cash_out,online,Omsk,69
100072,50282,19,16765,cash_out,utilities,Tomsk,55
102818,50192,26,16777,credit,online,Perm,72
102514,50242,26,16808,cash_out,cafe,Tula,82
102531,50023,12,16909,cash_out,cafe,Tula,84
101673,50197,2,16994,transfer,online,Tula,72
102805,50101,24,17029,cash_out,pharmacy,Kazan,47
101591,50229,25,17031,credit,groceries,Tula,10
101392,50061,3,17103,credit,utilities,Omsk,95
100011,50071,13,17109,transfer,utilities,Perm,25
100018,50030,15,17124,transfer,transport,Moscow,7
101600,50287,12,17128,cash_out,salary,Kazan,55
101038,50160,3,17220,credit,utilities,Tomsk,8
100059,50251,26,17296,transfer,utilities,Tomsk,59
102154,50229,4,17296,cash_out,utilities,Tula,43
102536,50226,25,17311,credit,online,Tomsk,49
101937,50151,24,17340,credit,salary,Sochi,5
100789,50190,30,17423,cash_out,online,Sochi,36
102781,50176,10,17431,credit,electronics,Sochi,18
101638,50170,26,17471,credit,pharmacy,Sochi,38
101253,50220,18,17493,cash_out,pharmacy,Omsk,85
101335,50091,3,17509,debit,utilities,Perm,76
100569,50214,4,17528,transfer,salary,Moscow,42
101427,50253,3,17532,credit,groceries,Sochi,12
102040,50097,13,17536,transfer,pharmacy,Kazan,57
100346,50298,1,17590,transfer,cafe,Perm,87
102097,50294,28,17594,debit,groceries,Perm,10
101564,50281,9,17628,debit,pharmacy,Perm,89
101453,50118,23,17737,transfer,transport,Tula,60
101669,50019,20,17880,cash_out,salary,Tula,91
100946,50135,22,17886,transfer,transport,Tomsk,7
100904,50073,29,17901,credit,pharmacy,Sochi,44
101131,50200,24,17932,cash_out,utilities,Sochi,70
100742,50181,23,18023,transfer,online,Tomsk,60
100139,50085,27,18120,transfer,electronics,Tula,16
102858,50000,6,18177,debit,groceries,Kazan,94
100320,50096,13,18183,transfer,utilities,Kazan,23
100951,50036,14,18298,debit,groceries,Omsk,12
101324,50265,12,18377,debit,groceries,Perm,44
102623,50155,19,18402,credit,cafe,Tula,45
101765,50024,9,18422,credit,transport,Perm,21
100230,50135,28,18546,debit,utilities,Omsk,70
100432,50248,26,18574,transfer,online,Tula,63
101160,50272,7,18721,cash_out,online,Tula,42
102000,50032,26,18734,credit,salary,Tula,92
101050,50251,24,18820,cash_out,cafe,Perm,100
101994,50054,11,18846,credit,online,Omsk,85
102322,50131,24,18867,credit,transport,Omsk,64
101662,50271,27,18877,debit,groceries,Perm,57
100036,50281,8,18878,debit,transport,Kazan,33
101200,50168,29,18884,cash_out,transport,Kazan,49
101102,50297,22,18901,credit,online,Moscow,88
102300,50007,19,18966,credit,electronics,Kazan,42
101513,50230,16,18976,cash_out,cafe,Perm,6
100088,50012,17,19064,credit,transport,Kazan,91
101849,50219,11,19071,credit,transport,Kazan,81
101847,50100,24,19074,credit,groceries,Omsk,100
102471,50226,11,19093,transfer,transport,Tula,80
100256,50290,17,19101,debit,salary,Kazan,57
102866,50284,16,19116,cash_out,pharmacy,Omsk,36
100715,50128,2,19219,cash_out,online,Tula,77
101462,50245,24,19267,transfer,groceries,Tula,30
102799,50236,9,19311,debit,salary,Moscow,96
100807,50190,4,19312,credit,utilities,Tomsk,89
102825,50223,27,19370,credit,transport,Omsk,98
102086,50172,29,19389,debit,utilities,Sochi,16
101314,50009,14,19400,debit,electronics,Sochi,58
100187,50262,15,19403,debit,transport,Sochi,21
101582,50141,10,19406,transfer,pharmacy,Sochi,75
100820,50101,25,19522,cash_out,utilities,Sochi,97
101206,50251,3,19530,cash_out,electronics,Sochi,54
102161,50196,27,19580,credit,electronics,Perm,92
102845,50073,30,19584,credit,groceries,Sochi,79
100910,50216,7,19605,cash_out,electronics,Moscow,18
102127,50246,10,19696,debit,pharmacy,Moscow,72
100720,50166,5,19699,cash_out,cafe,Tula,64
101901,50104,12,19710,cash_out,utilities,Moscow,71
101559,50090,24,19816,credit,cafe,Perm,32
102207,50049,29,19912,transfer,electronics,Moscow,58
101391,50110,7,19950,debit,salary,Kazan,6
102541,50075,10,19969,transfer,cafe,Tula,61
101319,50068,14,20011,transfer,transport,Tula,86
102266,50024,15,20036,transfer,utilities,Moscow,19
102769,50250,4,20040,credit,utilities,Perm,57
102249,50141,4,20084,cash_out,groceries,Tomsk,24
102212,50010,15,20127,cash_out,salary,Omsk,58
100550,50038,5,20171,credit,groceries,Moscow,55
101161,50056,5,20272,credit,pharmacy,Kazan,46
101793,50120,24,20318,transfer,cafe,Sochi,84
101279,50027,5,20349,transfer,salary,Moscow,95
101607,50041,12,20422,cash_out,cafe,Kazan,90
102224,50226,10,20608,credit,transport,Kazan,31
102593,50297,3,20620,cash_out,salary,Perm,56
101147,50081,21,20628,credit,transport,Moscow,73
100662,50249,29,20639,credit,pharmacy,Omsk,22
102263,50082,3,20667,transfer,groceries,Tomsk,52
100312,50213,28,20693,debit,cafe,Sochi,81
102317,50192,20,20702,transfer,electronics,Moscow,96
100595,50061,11,20784,cash_out,cafe,Omsk,15
100098,50279,28,20790,credit,electronics,Sochi,26
100787,50067,23,20806,credit,salary,Sochi,92
101130,50286,14,20830,credit,transport,Omsk,79
100238,50213,14,20891,debit,cafe,Perm,19
101124,50247,10,20965,transfer,salary,Tomsk,16
102417,50110,30,20986,cash_out,pharmacy,Perm,19
102238,50032,18,21016,debit,cafe,Kazan,10
102076,50137,15,21074,cash_out,utilities,Omsk,68
101860,50150,20,21154,transfer,groceries,Moscow,71
102498,50015,21,21158,cash_out,utilities,Omsk,59
101213,50269,6,21169,debit,groceries,Tomsk,13
100815,50155,14,21205,debit,pharmacy,Moscow,7
101197,50094,9,21269,debit,pharmacy,Omsk,19
100764,50160,17,21332,cash_out,groceries,Kazan,31
100192,50206,17,21458,transfer,utilities,Moscow,78
101342,50002,26,21471,debit,salary,Perm,54
100016,50189,20,21566,cash_out,transport,Kazan,39
102518,50167,9,21566,debit,salary,Moscow,23
101434,50254,10,21572,cash_out,groceries,Perm,94
102351,50214,16,21629,debit,salary,Omsk,91
101819,50057,28,21739,debit,pharmacy,Sochi,86
100379,50128,3,21778,transfer,cafe,Kazan,64
101022,50148,5,21887,credit,utilities,Kazan,34
101359,50196,28,21994,transfer,electronics,Tomsk,67
101457,50007,16,21994,debit,electronics,Moscow,89
101790,50035,27,22043,debit,transport,Tula,86
102729,50286,8,22123,transfer,utilities,Moscow,93
101024,50008,15,22171,transfer,salary,Tula,36
100578,50068,19,22192,credit,cafe,Tomsk,88
101933,50099,2,22267,debit,pharmacy,Kazan,81
102733,50223,19,22354,credit,salary,Tomsk,52
101219,50204,25,22455,credit,transport,Omsk,67
101445,50101,9,22469,debit,salary,Sochi,47
100825,50246,12,22635,cash_out,electronics,Omsk,19
102101,50199,11,22686,transfer,transport,Omsk,29
100375,50117,6,22715,transfer,online,Tula,32
100873,50243,11,22730,credit,electronics,Perm,70
100352,50247,20,22810,debit,transport,Kazan,42
100278,50292,26,22898,debit,salary,Omsk,100
102793,50191,6,22910,transfer,electronics,Tomsk,45
100650,50255,23,22912,transfer,pharmacy,Tula,29
101897,50005,10,22973,credit,electronics,Omsk,89
102064,50010,25,23038,credit,online,Moscow,21
102757,50121,14,23040,transfer,electronics,Kazan,81
101745,50022,6,23043,cash_out,salary,Omsk,30
102461,50123,2,23056,credit,utilities,Omsk,92
102272,50270,23,23075,cash_out,groceries,Omsk,26
100556,50152,21,23088,debit,online,Sochi,20
100093,50141,5,23111,cash_out,online,Tula,65
102820,50288,6,23153,transfer,cafe,Kazan,77
101676,50056,1,23172,credit,groceries,Sochi,11
100937,50246,21,23205,credit,online,Perm,100
100321,50066,19,23227,transfer,salary,Tula,92
101966,50277,10,23241,cash_out,cafe,Perm,99
100128,50185,26,23278,credit,electronics,Sochi,82
102556,50273,2,23330,debit,electronics,Omsk,54
100866,50008,3,23336,cash_out,electronics,Tomsk,76
102749,50227,21,23398,credit,cafe,Omsk,76
101482,50184,2,23486,credit,online,Kazan,11
101446,50064,28,23539,cash_out,electronics,Tomsk,95
100225,50044,7,23541,transfer,online,Sochi,89
101412,50204,7,23785,credit,pharmacy,Omsk,41
102331,50265,25,23929,transfer,groceries,Tula,25
100852,50159,18,23973,credit,transport,Kazan,34
100183,50124,22,24056,cash_out,pharmacy,Tula,58
100933,50003,17,24157,credit,electronics,Perm,26
101072,50233,15,24201,debit,utilities,Moscow,77
100499,50151,23,24204,credit,electronics,Tomsk,93
102717,50148,11,24225,transfer,electronics,Omsk,61
100384,50008,27,24246,credit,groceries,Perm,48
102353,50089,16,24374,transfer,pharmacy,Perm,37
102413,50288,6,24396,debit,online,Kazan,95
101119,50077,22,24429,credit,groceries,Perm,85
102744,50140,1,24481,debit,salary,Omsk,81
101828,50178,1,24493,transfer,cafe,Tomsk,22
102722,50155,15,24639,debit,cafe,Perm,76
100080,50017,21,24673,credit,cafe,Tomsk,65
100521,50014,8,24675,transfer,transport,Sochi,90
101774,50197,14,24699,debit,electronics,Moscow,97
102670,50122,6,24842,debit,cafe,Tomsk,74
102242,50082,25,24843,credit,electronics,Sochi,62
102031,50082,25,24886,transfer,utilities,Perm,25
101892,50171,28,24900,cash_out,transport,Perm,68
100494,50233,1,24924,cash_out,transport,Omsk,75
102257,50220,18,24946,debit,groceries,Sochi,29
100071,50023,14,24989,cash_out,electronics,Moscow,33
102829,50145,23,25126,transfer,transport,Tula,24
100215,50177,14,25146,debit,groceries,Kazan,21
100632,50002,18,25222,debit,cafe,Moscow,59
102779,50183,21,25258,cash_out,salary,Kazan,50
100733,50140,2,25321,debit,cafe,Kazan,18
101138,50012,25,25329,debit,utilities,Tomsk,72
100738,50175,22,25433,transfer,electronics,Sochi,30
102767,50254,21,25481,debit,transport,Perm,55
101002,50198,15,25560,cash_out,online,Kazan,97
100949,50088,25,25616,debit,pharmacy,Omsk,50
102850,50272,15,25617,transfer,utilities,Sochi,54
101488,50139,15,25676,debit,utilities,Kazan,63
102199,50034,13,25680,transfer,transport,Omsk,56
101077,50064,24,25845,debit,pharmacy,Sochi,58
102068,50208,22,25881,credit,online,Sochi,71
102250,50094,15,25891,credit,pharmacy,Kazan,99
101480,50062,9,25898,cash_out,cafe,Tula,67
102478,50003,16,25962,credit,electronics,Tula,82
101499,50152,28,25976,cash_out,online,Perm,99
100670,50253,28,25994,credit,cafe,Omsk,53
102132,50097,2,25996,debit,groceries,Moscow,56
101920,50013,20,26049,cash_out,cafe,Moscow,47
100796,50107,22,26086,credit,salary,Sochi,89
102063,50238,26,26113,cash_out,electronics,Perm,61
101526,50115,10,26184,credit,pharmacy,Tula,20
